id:ID(Point),lat,lon
"36.143812 -93.546481",36.143812,-93.546481
"36.143828 -93.62581",36.143828, -93.62581
"36.143839 -93.513119",36.143839,-93.513119
"36.143839 -93.737711",36.143839,-93.737711
"36.143893 -93.575438",36.143893,-93.575438
"36.143909 -93.695231",36.143909,-93.695231
"36.143979 -93.645281",36.143979,-93.645281
"36.143989 -93.476019",36.143989,-93.476019
"36.143989 -93.530731",36.143989,-93.530731
"36.144011 -93.478948",36.144011,-93.478948
"36.144021 -93.575309",36.144021,-93.575309
"36.144021 -93.645277",36.144021,-93.645277
"36.144048 -93.473868",36.144048,-93.473868
"36.14408 -93.706238",36.14408 ,-93.706238
"36.144118 -93.546341",36.144118,-93.546341
"36.144118 -93.625842",36.144118,-93.625842
"36.14415 -93.544051",36.14415 ,-93.544051
"36.144182 -93.575207",36.144182,-93.575207
"36.144188 -93.545467",36.144188,-93.545467
"36.144188 -93.546202",36.144188,-93.546202
"36.144188 -93.679631",36.144188,-93.679631
"36.144198 -93.54081",36.144198, -93.54081
"36.14422 -93.473637",36.14422 ,-93.473637
"36.14423 -93.70714",36.14423 , -93.70714
"36.144311 -93.540639",36.144311,-93.540639
"36.144332 -93.782311",36.144332,-93.782311
"36.144359 -93.54485",36.144359, -93.54485
"36.144418 -93.594401",36.144418,-93.594401
"36.14444 -93.47677",36.14444 , -93.47677
"36.14445 -93.47287",36.14445 , -93.47287
"36.14445 -93.625751",36.14445 ,-93.625751
"36.144498 -93.530757",36.144498,-93.530757
"36.14452 -93.695209",36.14452 ,-93.695209
"36.144552 -93.78259",36.144552, -93.78259
"36.144558 -93.575148",36.144558,-93.575148
"36.144558 -93.707778",36.144558,-93.707778
"36.144579 -93.625788",36.144579,-93.625788
"36.144601 -93.47728",36.144601, -93.47728
"36.144622 -93.54051",36.144622, -93.54051
"36.144719 -93.472607",36.144719,-93.472607
"36.144799 -93.547199",36.144799,-93.547199
"36.144799 -93.695359",36.144799,-93.695359
"36.144847 -93.54051",36.144847, -93.54051
"36.144858 -93.478851",36.144858,-93.478851
"36.144922 -93.7081",36.144922,2 -93.7081
"36.144928 -93.695488",36.144928,-93.695488
"36.144949 -93.479152",36.144949,-93.479152
"36.144998 -93.472119",36.144998,-93.472119
"36.144998 -93.497332",36.144998,-93.497332
"36.14504 -93.575261",36.14504 ,-93.575261
"36.14511 -93.695821",36.14511 ,-93.695821
"36.145169 -93.497348",36.145169,-93.497348
"36.14518 -93.782021",36.14518 ,-93.782021
"36.145201 -93.696067",36.145201,-93.696067
"36.145218 -93.530795",36.145218,-93.530795
"36.145228 -93.680071",36.145228,-93.680071
"36.14525 -93.540768",36.14525 ,-93.540768
"36.14526 -93.708497",36.14526 ,-93.708497
"36.145287 -93.69647",36.145287, -93.69647
"36.145362 -93.696679",36.145362,-93.696679
"36.145378 -93.62618",36.145378, -93.62618
"36.145389 -93.768959",36.145389,-93.768959
"36.1454 -93.70876",36.1454 -, -93.70876
"36.145411 -93.540789",36.145411,-93.540789
"36.145437 -93.680157",36.145437,-93.680157
"36.14548 -93.709001",36.14548 ,-93.709001
"36.145502 -93.618707",36.145502,-93.618707
"36.145539 -93.709371",36.145539,-93.709371
"36.145561 -93.713201",36.145561,-93.713201
"36.145561 -93.785857",36.145561,-93.785857
"36.145571 -93.710726",36.145571,-93.710726
"36.145609 -93.471481",36.145609,-93.471481
"36.14562 -93.530817",36.14562 ,-93.530817
"36.145679 -93.714569",36.145679,-93.714569
"36.14569 -93.497622",36.14569 ,-93.497622
"36.145732 -93.594487",36.145732,-93.594487
"36.145759 -93.715122",36.145759,-93.715122
"36.14577 -93.575668",36.14577 ,-93.575668
"36.14584 -93.540371",36.14584 ,-93.540371
"36.145861 -93.470601",36.145861,-93.470601
"36.145861 -93.680258",36.145861,-93.680258
"36.145877 -93.49281",36.145877, -93.49281
"36.145917 -93.626374",36.145917,-93.626374
"36.14592 -93.530881",36.14592 ,-93.530881
"36.145931 -93.479608",36.145931,-93.479608
"36.145931 -93.688611",36.145931,-93.688611
"36.145979 -93.768267",36.145979,-93.768267
"36.146001 -93.781957",36.146001,-93.781957
"36.146081 -93.787177",36.146081,-93.787177
"36.146108 -93.619008",36.146108,-93.619008
"36.146199 -93.596777",36.146199,-93.596777
"36.146259 -93.492376",36.146259,-93.492376
"36.146274 -93.492358",36.146274,-93.492358
"36.146312 -93.596971",36.146312,-93.596971
"36.146382 -93.51151",36.146382, -93.51151
"36.14643 -93.576167",36.14643 ,-93.576167
"36.1465 -93.497638",36.1465 -,-93.497638
"36.146537 -93.787461",36.146537,-93.787461
"36.146548 -93.570427",36.146548,-93.570427
"36.146559 -93.687677",36.146559,-93.687677
"36.146661 -93.491919",36.146661,-93.491919
"36.146671 -93.479999",36.146671,-93.479999
"36.146682 -93.497691",36.146682,-93.497691
"36.146687 -93.570529",36.146687,-93.570529
"36.14672 -93.569757",36.14672 ,-93.569757
"36.146741 -93.51121",36.146741, -93.51121
"36.146741 -93.688681",36.146741,-93.688681
"36.146838 -93.497788",36.146838,-93.497788
"36.146838 -93.531439",36.146838,-93.531439
"36.146838 -93.737529",36.146838,-93.737529
"36.14687 -93.497868",36.14687 ,-93.497868
"36.146891 -93.480182",36.146891,-93.480182
"36.146891 -93.56944",36.146891, -93.56944
"36.146918 -93.491731",36.146918,-93.491731
"36.146918 -93.499698",36.146918,-93.499698
"36.146929 -93.498737",36.146929,-93.498737
"36.146961 -93.690601",36.146961,-93.690601
"36.147031 -93.73754",36.147031, -93.73754
"36.147031 -93.781861",36.147031,-93.781861
"36.147041 -93.49995",36.147041, -93.49995
"36.1471 -93.59681",36.1471 -, -93.59681
"36.147138 -93.48053",36.147138, -93.48053
"36.147138 -93.531568",36.147138,-93.531568
"36.147181 -93.691121",36.147181,-93.691121
"36.147192 -93.62677",36.147192, -93.62677
"36.147208 -93.737567",36.147208,-93.737567
"36.14724 -93.570068",36.14724 ,-93.570068
"36.147288 -93.5316",36.147288,8 -93.5316
"36.147347 -93.499891",36.147347,-93.499891
"36.147347 -93.596708",36.147347,-93.596708
"36.147347 -93.686819",36.147347,-93.686819
"36.147358 -93.73762",36.147358, -93.73762
"36.147379 -93.620118",36.147379,-93.620118
"36.147449 -93.48104",36.147449, -93.48104
"36.14746 -93.781759",36.14746 ,-93.781759
"36.147471 -93.491077",36.147471,-93.491077
"36.147492 -93.69161",36.147492, -93.69161
"36.147519 -93.737711",36.147519,-93.737711
"36.147578 -93.76603",36.147578, -93.76603
"36.147589 -93.627017",36.147589,-93.627017
"36.147632 -93.76809",36.147632, -93.76809
"36.147642 -93.627698",36.147642,-93.627698
"36.147648 -93.628057",36.147648,-93.628057
"36.147658 -93.787837",36.147658,-93.787837
"36.147669 -93.596488",36.147669,-93.596488
"36.147669 -93.737829",36.147669,-93.737829
"36.147701 -93.62751",36.147701, -93.62751
"36.147712 -93.767768",36.147712,-93.767768
"36.147717 -93.628331",36.147717,-93.628331
"36.147739 -93.525361",36.147739,-93.525361
"36.147739 -93.768117",36.147739,-93.768117
"36.14775 -93.577428",36.14775 ,-93.577428
"36.147771 -93.628417",36.147771,-93.628417
"36.147792 -93.627328",36.147792,-93.627328
"36.147792 -93.722922",36.147792,-93.722922
"36.147819 -93.737969",36.147819,-93.737969
"36.14782 -93.510225",36.14782 ,-93.510225
"36.14783 -93.620418",36.14783 ,-93.620418
"36.147851 -93.56973",36.147851, -93.56973
"36.147868 -93.62846",36.147868, -93.62846
"36.1479 -93.577551",36.1479 -,-93.577551
"36.1479 -93.627269",36.1479 -,-93.627269
"36.1479 -93.765832",36.1479 -,-93.765832
"36.147932 -93.568308",36.147932,-93.568308
"36.147937 -93.530141",36.147937,-93.530141
"36.147937 -93.59615",36.147937, -93.59615
"36.147948 -93.781437",36.147948,-93.781437
"36.147969 -93.528258",36.147969,-93.528258
"36.147969 -93.548262",36.147969,-93.548262
"36.14798 -93.577578",36.14798 ,-93.577578
"36.147991 -93.628486",36.147991,-93.628486
"36.148002 -93.499639",36.148002,-93.499639
"36.148002 -93.627199",36.148002,-93.627199
"36.148002 -93.692178",36.148002,-93.692178
"36.148012 -93.672357",36.148012,-93.672357
"36.148018 -93.6236",36.148018,8 -93.6236
"36.14805 -93.672561",36.14805 ,-93.672561
"36.148071 -93.62309",36.148071, -93.62309
"36.148087 -93.670538",36.148087,-93.670538
"36.148087 -93.672029",36.148087,-93.672029
"36.148095 -93.692398",36.148095,-93.692398
"36.148141 -93.568062",36.148141,-93.568062
"36.148152 -93.531621",36.148152,-93.531621
"36.148152 -93.569607",36.148152,-93.569607
"36.148157 -93.548358",36.148157,-93.548358
"36.148157 -93.67042",36.148157, -93.67042
"36.148168 -93.626797",36.148168,-93.626797
"36.148222 -93.76595",36.148222, -93.76595
"36.148232 -93.5316",36.148232,2 -93.5316
"36.148248 -93.626539",36.148248,-93.626539
"36.148302 -93.53101",36.148302, -93.53101
"36.148302 -93.531509",36.148302,-93.531509
"36.148302 -93.76677",36.148302, -93.76677
"36.148307 -93.787869",36.148307,-93.787869
"36.148329 -93.49958",36.148329, -93.49958
"36.148329 -93.53131",36.148329, -93.53131
"36.14834 -93.766309",36.14834 ,-93.766309
"36.148361 -93.62044",36.148361, -93.62044
"36.148361 -93.624431",36.148361,-93.624431
"36.148399 -93.693058",36.148399,-93.693058
"36.148409 -93.67321",36.148409, -93.67321
"36.148431 -93.787981",36.148431,-93.787981
"36.148452 -93.625268",36.148452,-93.625268
"36.148452 -93.738672",36.148452,-93.738672
"36.148458 -93.686009",36.148458,-93.686009
"36.01564 -93.439922",36.01564 ,-93.439922
"36.01564 -93.767039",36.01564 ,-93.767039
"36.015678 -93.656709",36.015678,-93.656709
"36.015688 -93.496989",36.015688,-93.496989
"36.015699 -93.523558",36.015699,-93.523558
"36.01571 -93.523081",36.01571 ,-93.523081
"36.01572 -93.546679",36.01572 ,-93.546679
"36.015742 -93.569709",36.015742,-93.569709
"36.015747 -93.44645",36.015747, -93.44645
"36.015747 -93.665378",36.015747,-93.665378
"36.015758 -93.666279",36.015758,-93.666279
"36.015769 -93.536948",36.015769,-93.536948
"36.015779 -93.483299",36.015779,-93.483299
"36.015801 -93.665817",36.015801,-93.665817
"36.015822 -93.53234",36.015822, -93.53234
"36.015838 -93.64613",36.015838, -93.64613
"36.015871 -93.536937",36.015871,-93.536937
"36.015871 -93.579611",36.015871,-93.579611
"36.015892 -93.657181",36.015892,-93.657181
"36.015897 -93.632038",36.015897,-93.632038
"36.01594 -93.5698",36.01594 ,4 -93.5698
"36.015978 -93.48332",36.015978, -93.48332
"36.01601 -93.647337",36.01601 ,-93.647337
"36.016021 -93.532549",36.016021,-93.532549
"36.016021 -93.545177",36.016021,-93.545177
"36.016021 -93.645647",36.016021,-93.645647
"36.016021 -93.71193",36.016021, -93.71193
"36.016021 -93.756321",36.016021,-93.756321
"36.016069 -93.579477",36.016069,-93.579477
"36.01608 -93.766459",36.01608 ,-93.766459
"36.016101 -93.532737",36.016101,-93.532737
"36.016139 -93.56988",36.016139, -93.56988
"36.01616 -93.449562",36.01616 ,-93.449562
"36.01616 -93.647128",36.01616 ,-93.647128
"36.01616 -93.657701",36.01616 ,-93.657701
"36.016171 -93.447008",36.016171,-93.447008
"36.016171 -93.646881",36.016171,-93.646881
"36.016187 -93.645551",36.016187,-93.645551
"36.016187 -93.64701",36.016187, -93.64701
"36.016187 -93.76632",36.016187, -93.76632
"36.016198 -93.521118",36.016198,-93.521118
"36.016239 -93.449554",36.016239,-93.449554
"36.016241 -93.756701",36.016241,-93.756701
"36.016252 -93.544201",36.016252,-93.544201
"36.016262 -93.533531",36.016262,-93.533531
"36.016262 -93.663307",36.016262,-93.663307
"36.016268 -93.521777",36.016268,-93.521777
"36.016268 -93.766148",36.016268,-93.766148
"36.016311 -93.5213",36.016311,1 -93.5213
"36.016311 -93.766749",36.016311,-93.766749
"36.016332 -93.536379",36.016332,-93.536379
"36.016332 -93.65761",36.016332, -93.65761
"36.01637 -93.543761",36.01637 ,-93.543761
"36.016402 -93.579547",36.016402,-93.579547
"36.016429 -93.600817",36.016429,-93.600817
"36.016461 -93.732889",36.016461,-93.732889
"36.016471 -93.44953",36.016471, -93.44953
"36.016482 -93.765279",36.016482,-93.765279
"36.01652 -93.543332",36.01652 ,-93.543332
"36.016541 -93.569977",36.016541,-93.569977
"36.016552 -93.711737",36.016552,-93.711737
"36.016557 -93.757629",36.016557,-93.757629
"36.016569 -93.534069",36.016569,-93.534069
"36.016622 -93.51593",36.016622, -93.51593
"36.016649 -93.66078",36.016649, -93.66078
"36.01667 -93.60071",36.01667 , -93.60071
"36.016702 -93.605468",36.016702,-93.605468
"36.016718 -93.449449",36.016718,-93.449449
"36.016718 -93.53433",36.016718, -93.53433
"36.016729 -93.542881",36.016729,-93.542881
"36.01674 -93.483958",36.01674 ,-93.483958
"36.01674 -93.57002",36.01674 , -93.57002
"36.016761 -93.732867",36.016761,-93.732867
"36.016799 -93.600549",36.016799,-93.600549
"36.01682 -93.600077",36.01682 ,-93.600077
"36.016858 -93.659729",36.016858,-93.659729
"36.016868 -93.767747",36.016868,-93.767747
"36.016901 -93.599889",36.016901,-93.599889
"36.016911 -93.515791",36.016911,-93.515791
"36.016922 -93.65997",36.016922, -93.65997
"36.016938 -93.448092",36.016938,-93.448092
"36.01697 -93.542468",36.01697 ,-93.542468
"36.017019 -93.579869",36.017019,-93.579869
"36.017019 -93.764448",36.017019,-93.764448
"36.017029 -93.497359",36.017029,-93.497359
"36.017051 -93.661081",36.017051,-93.661081
"36.017051 -93.661488",36.017051,-93.661488
"36.017072 -93.4491",36.017072,2 -93.4491
"36.017078 -93.534797",36.017078,-93.534797
"36.017099 -93.448339",36.017099,-93.448339
"36.017121 -93.661268",36.017121,-93.661268
"36.017142 -93.599878",36.017142,-93.599878
"36.017223 -93.448532",36.017223,-93.448532
"36.017239 -93.767999",36.017239,-93.767999
"36.01726 -93.439868",36.01726 ,-93.439868
"36.01726 -93.448918",36.01726 ,-93.448918
"36.01733 -93.768187",36.01733 ,-93.768187
"36.017341 -93.448752",36.017341,-93.448752
"36.017389 -93.439857",36.017389,-93.439857
"36.017421 -93.657261",36.017421,-93.657261
"36.017432 -93.448918",36.017432,-93.448918
"36.017432 -93.732497",36.017432,-93.732497
"36.017442 -93.580507",36.017442,-93.580507
"36.017448 -93.535189",36.017448,-93.535189
"36.017491 -93.497579",36.017491,-93.497579
"36.017501 -93.439868",36.017501,-93.439868
"36.017512 -93.515447",36.017512,-93.515447
"36.017539 -93.439798",36.017539,-93.439798
"36.017582 -93.4399",36.017582,2 -93.4399
"36.017582 -93.632349",36.017582,-93.632349
"36.017619 -93.43975",36.017619, -93.43975
"36.017619 -93.65709",36.017619, -93.65709
"36.017619 -93.758901",36.017619,-93.758901
"36.017641 -93.449358",36.017641,-93.449358
"36.017641 -93.51534",36.017641, -93.51534
"36.017652 -93.440008",36.017652,-93.440008
"36.017662 -93.732427",36.017662,-93.732427
"36.017668 -93.541497",36.017668,-93.541497
"36.017678 -93.535618",36.017678,-93.535618
"36.017721 -93.439638",36.017721,-93.439638
"36.017721 -93.44012",36.017721, -93.44012
"36.01777 -93.759448",36.01777 ,-93.759448
"36.01778 -93.769978",36.01778 ,-93.769978
"36.017791 -93.541288",36.017791,-93.541288
"36.017818 -93.76345",36.017818, -93.76345
"36.01785 -93.761261",36.01785 ,-93.761261
"36.017861 -93.441987",36.017861,-93.441987
"36.017888 -93.541057",36.017888,-93.541057
"36.017898 -93.449969",36.017898,-93.449969
"36.017898 -93.761529",36.017898,-93.761529
"36.017909 -93.514981",36.017909,-93.514981
"36.017957 -93.498077",36.017957,-93.498077
"36.017968 -93.540821",36.017968,-93.540821
"36.017979 -93.438908",36.017979,-93.438908
"36.018 -93.450227",36.018 -9,-93.450227
"36.018024 -93.648552",36.018024,-93.648552
"36.018027 -93.54058",36.018027, -93.54058
"36.018038 -93.438677",36.018038,-93.438677
"36.018038 -93.540859",36.018038,-93.540859
"36.018057 -93.485932",36.018057,-93.485932
"36.018092 -93.605248",36.018092,-93.605248
"36.018102 -93.438119",36.018102,-93.438119
"36.018102 -93.540827",36.018102,-93.540827
"36.018108 -93.486008",36.018108,-93.486008
"36.018151 -93.763278",36.018151,-93.763278
"36.018161 -93.437878",36.018161,-93.437878
"36.018161 -93.656221",36.018161,-93.656221
"36.018188 -93.761621",36.018188,-93.761621
"36.018199 -93.600109",36.018199,-93.600109
"36.01821 -93.442368",36.01821 ,-93.442368
"36.018242 -93.770767",36.018242,-93.770767
"36.018252 -93.760092",36.018252,-93.760092
"36.018258 -93.633947",36.018258,-93.633947
"36.018279 -93.437658",36.018279,-93.437658
"36.01829 -93.442379",36.01829 ,-93.442379
"36.018301 -93.451187",36.018301,-93.451187
"36.018301 -93.76051",36.018301, -93.76051
"36.018328 -93.763219",36.018328,-93.763219
"36.018349 -93.535162",36.018349,-93.535162
"36.01836 -93.44233",36.01836 , -93.44233
"36.01836 -93.711158",36.01836 ,-93.711158
"36.018419 -93.570277",36.018419,-93.570277
"36.018451 -93.451901",36.018451,-93.451901
"36.018462 -93.486458",36.018462,-93.486458
"36.018478 -93.63399",36.018478, -93.63399
"36.018489 -93.570299",36.018489,-93.570299
"36.018499 -93.77162",36.018499, -93.77162
"36.01851 -93.513962",36.01851 ,-93.513962
"36.018542 -93.600538",36.018542,-93.600538
"36.018569 -93.536331",36.018569,-93.536331
"36.018569 -93.581467",36.018569,-93.581467
"36.01858 -93.568738",36.01858 ,-93.568738
"36.018612 -93.655807",36.018612,-93.655807
"36.018617 -93.437299",36.018617,-93.437299
"36.018639 -93.656741",36.018639,-93.656741
"36.01866 -93.535897",36.01866 ,-93.535897
"36.01866 -93.605371",36.01866 ,-93.605371
"36.018671 -93.570347",36.018671,-93.570347
"36.018682 -93.633931",36.018682,-93.633931
"36.018692 -93.657701",36.018692,-93.657701
"36.018708 -93.53573",36.018708, -93.53573
"36.01873 -93.486667",36.01873 ,-93.486667
"36.01873 -93.601037",36.01873 ,-93.601037
"36.018789 -93.655668",36.018789,-93.655668
"36.0188 -93.5355",36.0188 -,8 -93.5355
"36.01881 -93.513559",36.01881 ,-93.513559
"36.018821 -93.581789",36.018821,-93.581789
"36.018821 -93.782038",36.018821,-93.782038
"36.018832 -93.65798",36.018832, -93.65798
"36.018859 -93.781807",36.018859,-93.781807
"36.018869 -93.54022",36.018869, -93.54022
"36.01888 -93.454958",36.01888 ,-93.454958
"36.01888 -93.534942",36.01888 ,-93.534942
"36.018891 -93.781737",36.018891,-93.781737
"36.018902 -93.535328",36.018902,-93.535328
"36.018928 -93.782697",36.018928,-93.782697
"36.01895 -93.632537",36.01895 ,-93.632537
"36.018971 -93.655389",36.018971,-93.655389
"36.018971 -93.781678",36.018971,-93.781678
"36.018987 -93.605387",36.018987,-93.605387
"36.019009 -93.568421",36.019009,-93.568421
"36.01902 -93.535167",36.01902 ,-93.535167
"36.01903 -93.486791",36.01903 ,-93.486791
"36.01903 -93.781667",36.01903 ,-93.781667
"36.019062 -93.633679",36.019062,-93.633679
"36.019068 -93.64841",36.019068, -93.64841
"36.019079 -93.568121",36.019079,-93.568121
"36.019079 -93.655282",36.019079,-93.655282
"36.019079 -93.783051",36.019079,-93.783051
"36.019081 -93.43722",36.019081, -93.43722
"36.019089 -93.761567",36.019089,-93.761567
"36.019089 -93.78171",36.019089, -93.78171
"36.019122 -93.60535",36.019122, -93.60535
"36.019148 -93.535028",36.019148,-93.535028
"36.019202 -93.632531",36.019202,-93.632531
"36.019218 -93.534958",36.019218,-93.534958
"36.019229 -93.605237",36.019229,-93.605237
"36.01925 -93.633277",36.01925 ,-93.633277
"36.019272 -93.57054",36.019272, -93.57054
"36.019288 -93.534899",36.019288,-93.534899
"36.019299 -93.732267",36.019299,-93.732267
"36.019309 -93.60498",36.019309, -93.60498
"36.019309 -93.658227",36.019309,-93.658227
"36.01932 -93.772408",36.01932 ,-93.772408
"36.019331 -93.604438",36.019331,-93.604438
"36.019368 -93.51284",36.019368, -93.51284
"36.0194 -93.601927",36.0194 -,-93.601927
"36.019427 -93.582111",36.019427,-93.582111
"36.019427 -93.603939",36.019427,-93.603939
"36.019427 -93.782359",36.019427,-93.782359
"36.019438 -93.66703",36.019438, -93.66703
"35.978947 -93.532512",35.978947,-93.532512
"35.97899 -93.653538",35.97899 ,-93.653538
"35.979001 -93.706571",35.979001,-93.706571
"35.979028 -93.530221",35.979028,-93.530221
"35.979039 -93.65422",35.979039, -93.65422
"35.979049 -93.477859",35.979049,-93.477859
"35.97906 -93.63214",35.97906 , -93.63214
"35.979071 -93.52675",35.979071, -93.52675
"35.979071 -93.652948",35.979071,-93.652948
"35.979092 -93.632499",35.979092,-93.632499
"35.979108 -93.531262",35.979108,-93.531262
"35.97913 -93.524959",35.97913 ,-93.524959
"35.97914 -93.63082",35.97914 , -93.63082
"35.979151 -93.525479",35.979151,-93.525479
"35.979151 -93.632687",35.979151,-93.632687
"35.979162 -93.526187",35.979162,-93.526187
"35.979178 -93.707756",35.979178,-93.707756
"35.97921 -93.654348",35.97921 ,-93.654348
"35.979259 -93.53594",35.979259, -93.53594
"35.979259 -93.632901",35.979259,-93.632901
"35.979269 -93.630198",35.979269,-93.630198
"35.979312 -93.529341",35.979312,-93.529341
"35.979312 -93.544689",35.979312,-93.544689
"35.979328 -93.44946",35.979328, -93.44946
"35.979398 -93.438801",35.979398,-93.438801
"35.979398 -93.633078",35.979398,-93.633078
"35.979441 -93.43865",35.979441, -93.43865
"35.979441 -93.528167",35.979441,-93.528167
"35.979478 -93.477752",35.979478,-93.477752
"35.979478 -93.528258",35.979478,-93.528258
"35.979489 -93.52837",35.979489, -93.52837
"35.9795 -93.652541",35.9795 -,-93.652541
"35.97958 -93.441617",35.97958 ,-93.441617
"35.97958 -93.62353",35.97958 , -93.62353
"35.979591 -93.440952",35.979591,-93.440952
"35.979602 -93.441687",35.979602,-93.441687
"35.979602 -93.623777",35.979602,-93.623777
"35.979618 -93.598907",35.979618,-93.598907
"35.979629 -93.708958",35.979629,-93.708958
"35.979661 -93.622452",35.979661,-93.622452
"35.979661 -93.624007",35.979661,-93.624007
"35.979682 -93.438431",35.979682,-93.438431
"35.979688 -93.655368",35.979688,-93.655368
"35.97972 -93.769447",35.97972 ,-93.769447
"35.979741 -93.53698",35.979741, -93.53698
"35.979752 -93.477247",35.979752,-93.477247
"35.979752 -93.709098",35.979752,-93.709098
"35.979785 -93.621278",35.979785,-93.621278
"35.97979 -93.437808",35.97979 ,-93.437808
"35.97979 -93.439589",35.97979 ,-93.439589
"35.9798 -93.655689",35.9798 -,-93.655689
"35.979822 -93.656108",35.979822,-93.656108
"35.979833 -93.477607",35.979833,-93.477607
"35.979859 -93.440517",35.979859,-93.440517
"35.979881 -93.709141",35.979881,-93.709141
"35.979892 -93.440158",35.979892,-93.440158
"35.979902 -93.690129",35.979902,-93.690129
"35.979903 -93.624645",35.979903,-93.624645
"35.979929 -93.788609",35.979929,-93.788609
"35.979977 -93.477167",35.979977,-93.477167
"35.980035 -93.709151",35.980035,-93.709151
"35.980042 -93.537517",35.980042,-93.537517
"35.980079 -93.618498",35.980079,-93.618498
"35.980083 -93.618366",35.980083,-93.618366
"35.98009 -93.449041",35.98009 ,-93.449041
"35.980101 -93.437438",35.980101,-93.437438
"35.980128 -93.442507",35.980128,-93.442507
"35.980138 -93.477639",35.980138,-93.477639
"35.98016 -93.437417",35.98016 ,-93.437417
"35.98016 -93.613938",35.98016 ,-93.613938
"35.980181 -93.615687",35.980181,-93.615687
"35.980192 -93.476561",35.980192,-93.476561
"35.980197 -93.733087",35.980197,-93.733087
"35.980197 -93.76845",35.980197, -93.76845
"35.980219 -93.477188",35.980219,-93.477188
"35.98024 -93.537769",35.98024 ,-93.537769
"35.98024 -93.613461",35.98024 ,-93.613461
"35.980251 -93.690199",35.980251,-93.690199
"35.980262 -93.476207",35.980262,-93.476207
"35.980278 -93.477017",35.980278,-93.477017
"35.980299 -93.472648",35.980299,-93.472648
"35.98031 -93.62758",35.98031 , -93.62758
"35.980342 -93.44865",35.980342, -93.44865
"35.980357 -93.613228",35.980357,-93.613228
"35.98038 -93.477698",35.98038 ,-93.477698
"35.980401 -93.475837",35.980401,-93.475837
"35.980449 -93.437417",35.980449,-93.437417
"35.98046 -93.626019",35.98046 ,-93.626019
"35.980471 -93.447861",35.980471,-93.447861
"35.980482 -93.537967",35.980482,-93.537967
"35.980492 -93.61293",35.980492, -93.61293
"35.980498 -93.65732",35.980498, -93.65732
"35.980508 -93.788968",35.980508,-93.788968
"35.980515 -93.633948",35.980515,-93.633948
"35.980541 -93.447657",35.980541,-93.447657
"35.980541 -93.626748",35.980541,-93.626748
"35.980562 -93.652798",35.980562,-93.652798
"35.980562 -93.69044",35.980562, -93.69044
"35.980578 -93.733001",35.980578,-93.733001
"35.980589 -93.442829",35.980589,-93.442829
"35.9806 -93.709178",35.9806 -,-93.709178
"35.980621 -93.702591",35.980621,-93.702591
"35.980659 -93.475257",35.980659,-93.475257
"35.980669 -93.447529",35.980669,-93.447529
"35.980739 -93.690741",35.980739,-93.690741
"35.980782 -93.767827",35.980782,-93.767827
"35.980787 -93.53816",35.980787, -93.53816
"35.980798 -93.477258",35.980798,-93.477258
"35.980889 -93.44321",35.980889, -93.44321
"35.980921 -93.447368",35.980921,-93.447368
"35.980959 -93.538209",35.980959,-93.538209
"35.980991 -93.652659",35.980991,-93.652659
"35.981067 -93.471808",35.981067,-93.471808
"35.981072 -93.44365",35.981072, -93.44365
"35.981082 -93.437637",35.981082,-93.437637
"35.981088 -93.478047",35.981088,-93.478047
"35.981131 -93.477419",35.981131,-93.477419
"35.981131 -93.538198",35.981131,-93.538198
"35.981147 -93.47172",35.981147, -93.47172
"35.981152 -93.467549",35.981152,-93.467549
"35.981152 -93.474737",35.981152,-93.474737
"35.981152 -93.65894",35.981152, -93.65894
"35.981227 -93.611868",35.981227,-93.611868
"35.98125 -93.63452",35.98125 , -93.63452
"35.981281 -93.437588",35.981281,-93.437588
"35.98134 -93.659471",35.98134 ,-93.659471
"35.98134 -93.660297",35.98134 ,-93.660297
"35.981361 -93.659622",35.981361,-93.659622
"35.981361 -93.692881",35.981361,-93.692881
"35.981372 -93.478251",35.981372,-93.478251
"35.98142 -93.777971",35.98142 ,-93.777971
"35.981436 -93.538148",35.981436,-93.538148
"35.981442 -93.652707",35.981442,-93.652707
"35.981469 -93.43747",35.981469, -93.43747
"35.981469 -93.47449",35.981469, -93.47449
"35.981469 -93.598918",35.981469,-93.598918
"35.98149 -93.709607",35.98149 ,-93.709607
"35.981571 -93.447051",35.981571,-93.447051
"35.981597 -93.437342",35.981597,-93.437342
"35.981597 -93.69323",35.981597, -93.69323
"35.981619 -93.474292",35.981619,-93.474292
"35.981619 -93.478481",35.981619,-93.478481
"35.981662 -93.44505",35.981662, -93.44505
"35.981673 -93.661612",35.981673,-93.661612
"35.981678 -93.709677",35.981678,-93.709677
"35.981692 -93.732867",35.981692,-93.732867
"35.981721 -93.661639",35.981721,-93.661639
"35.981721 -93.767237",35.981721,-93.767237
"35.981748 -93.44534",35.981748, -93.44534
"35.981748 -93.446397",35.981748,-93.446397
"35.981758 -93.54427",35.981758, -93.54427
"35.981769 -93.445549",35.981769,-93.445549
"35.981791 -93.44652",35.981791, -93.44652
"35.981791 -93.661612",35.981791,-93.661612
"35.9818 -93.437183",35.9818 -,-93.437183
"35.981801 -93.650438",35.981801,-93.650438
"35.98185 -93.4739",35.98185 ,5 -93.4739
"35.98185 -93.599148",35.98185 ,-93.599148
"35.981871 -93.437127",35.981871,-93.437127
"35.981905 -93.648897",35.981905,-93.648897
"35.981913 -93.478836",35.981913,-93.478836
"35.98193 -93.478857",35.98193 ,-93.478857
