id:ID(Point),lat,lon
"35.990642 -93.703197",35.990642,-93.703197
"35.990647 -93.695901",35.990647,-93.695901
"35.990647 -93.761368",35.990647,-93.761368
"35.990701 -93.683171",35.990701,-93.683171
"35.990712 -93.675887",35.990712,-93.675887
"35.990738 -93.537774",35.990738,-93.537774
"35.990738 -93.761487",35.990738,-93.761487
"35.99076 -93.761771",35.99076 ,-93.761771
"35.99076 -93.763568",35.99076 ,-93.763568
"35.990781 -93.50054",35.990781, -93.50054
"35.990781 -93.761637",35.990781,-93.761637
"35.990792 -93.571527",35.990792,-93.571527
"35.990792 -93.735238",35.990792,-93.735238
"35.990797 -93.58136",35.990797, -93.58136
"35.990803 -93.735284",35.990803,-93.735284
"35.990808 -93.58026",35.990808, -93.58026
"35.990808 -93.703148",35.990808,-93.703148
"35.990819 -93.580588",35.990819,-93.580588
"35.99083 -93.580942",35.99083 ,-93.580942
"35.990851 -93.695917",35.990851,-93.695917
"35.990862 -93.58077",35.990862, -93.58077
"35.990862 -93.683391",35.990862,-93.683391
"35.990878 -93.447518",35.990878,-93.447518
"35.990878 -93.735582",35.990878,-93.735582
"35.990899 -93.572498",35.990899,-93.572498
"35.990942 -93.629297",35.990942,-93.629297
"35.990942 -93.62957",35.990942, -93.62957
"35.990948 -93.57989",35.990948, -93.57989
"35.99099 -93.603097",35.99099 ,-93.603097
"35.991001 -93.633207",35.991001,-93.633207
"35.991017 -93.763589",35.991017,-93.763589
"35.99105 -93.447609",35.99105 ,-93.447609
"35.99105 -93.507599",35.99105 ,-93.507599
"35.99105 -93.631668",35.99105 ,-93.631668
"35.99106 -93.727599",35.99106 ,-93.727599
"35.991071 -93.63317",35.991071, -93.63317
"35.991071 -93.736617",35.991071,-93.736617
"35.991098 -93.537758",35.991098,-93.537758
"35.991098 -93.6331",35.991098,8 -93.6331
"35.99113 -93.580518",35.99113 ,-93.580518
"35.991178 -93.737599",35.991178,-93.737599
"35.991189 -93.695901",35.991189,-93.695901
"35.9912 -93.603381",35.9912 -,-93.603381
"35.9912 -93.777419",35.9912 -,-93.777419
"35.99121 -93.447759",35.99121 ,-93.447759
"35.99121 -93.630402",35.99121 ,-93.630402
"35.991221 -93.776979",35.991221,-93.776979
"35.991254 -93.738281",35.991254,-93.738281
"35.991259 -93.573651",35.991259,-93.573651
"35.991259 -93.574832",35.991259,-93.574832
"35.991269 -93.684282",35.991269,-93.684282
"35.991289 -93.738595",35.991289,-93.738595
"35.991291 -93.603901",35.991291,-93.603901
"35.991291 -93.776807",35.991291,-93.776807
"35.991302 -93.499928",35.991302,-93.499928
"35.991302 -93.753257",35.991302,-93.753257
"35.99132 -93.499903",35.99132 ,-93.499903
"35.99135 -93.580389",35.99135 ,-93.580389
"35.991361 -93.575711",35.991361,-93.575711
"35.991382 -93.777569",35.991382,-93.777569
"35.991402 -93.537764",35.991402,-93.537764
"35.991409 -93.575819",35.991409,-93.575819
"35.991409 -93.708969",35.991409,-93.708969
"35.991409 -93.73968",35.991409, -93.73968
"35.99142 -93.702789",35.99142 ,-93.702789
"35.991468 -93.575878",35.991468,-93.575878
"35.991468 -93.628562",35.991468,-93.628562
"35.991479 -93.68543",35.991479, -93.68543
"35.9915 -93.636517",35.9915 -,-93.636517
"35.991522 -93.604041",35.991522,-93.604041
"35.991548 -93.702751",35.991548,-93.702751
"35.991548 -93.740919",35.991548,-93.740919
"35.991559 -93.578737",35.991559,-93.578737
"35.99165 -93.468707",35.99165 ,-93.468707
"35.99165 -93.604068",35.99165 ,-93.604068
"35.99165 -93.708969",35.99165 ,-93.708969
"35.991688 -93.580309",35.991688,-93.580309
"35.991688 -93.702741",35.991688,-93.702741
"35.991699 -93.776518",35.991699,-93.776518
"35.991731 -93.763402",35.991731,-93.763402
"35.991742 -93.72731",35.991742, -93.72731
"35.991752 -93.628031",35.991752,-93.628031
"35.991752 -93.686057",35.991752,-93.686057
"35.991811 -93.751777",35.991811,-93.751777
"35.991827 -93.6964",35.991827,7 -93.6964
"35.991849 -93.63642",35.991849, -93.63642
"35.991849 -93.74358",35.991849, -93.74358
"35.991902 -93.576039",35.991902,-93.576039
"35.991902 -93.578259",35.991902,-93.578259
"35.991902 -93.743108",35.991902,-93.743108
"35.991908 -93.577991",35.991908,-93.577991
"35.991908 -93.744041",35.991908,-93.744041
"35.991919 -93.627489",35.991919,-93.627489
"35.991929 -93.448548",35.991929,-93.448548
"35.991929 -93.709001",35.991929,-93.709001
"35.991929 -93.729831",35.991929,-93.729831
"35.991929 -93.778041",35.991929,-93.778041
"35.99194 -93.580352",35.99194 ,-93.580352
"35.99194 -93.763418",35.99194 ,-93.763418
"35.99201 -93.627317",35.99201 ,-93.627317
"35.992018 -93.744799",35.992018,-93.744799
"35.99202 -93.76433",35.99202 , -93.76433
"35.992058 -93.577449",35.992058,-93.577449
"35.992058 -93.578227",35.992058,-93.578227
"35.992058 -93.763487",35.992058,-93.763487
"35.992079 -93.763879",35.992079,-93.763879
"35.992079 -93.776051",35.992079,-93.776051
"35.992101 -93.580411",35.992101,-93.580411
"35.992112 -93.729477",35.992112,-93.729477
"35.992128 -93.576371",35.992128,-93.576371
"35.992128 -93.763568",35.992128,-93.763568
"35.992128 -93.770027",35.992128,-93.770027
"35.992128 -93.775477",35.992128,-93.775477
"35.992171 -93.746278",35.992171,-93.746278
"35.992171 -93.763638",35.992171,-93.763638
"35.992171 -93.76374",35.992171, -93.76374
"35.992181 -93.709108",35.992181,-93.709108
"35.992181 -93.745919",35.992181,-93.745919
"35.992181 -93.750548",35.992181,-93.750548
"35.992181 -93.771529",35.992181,-93.771529
"35.992197 -93.636447",35.992197,-93.636447
"35.992208 -93.731591",35.992208,-93.731591
"35.992208 -93.74674",35.992208, -93.74674
"35.992208 -93.775337",35.992208,-93.775337
"35.992213 -93.701444",35.992213,-93.701444
"35.992219 -93.768348",35.992219,-93.768348
"35.99224 -93.626979",35.99224 ,-93.626979
"35.992261 -93.604044",35.992261,-93.604044
"35.992278 -93.696497",35.992278,-93.696497
"35.992278 -93.750039",35.992278,-93.750039
"35.992299 -93.748869",35.992299,-93.748869
"35.992332 -93.70192",35.992332, -93.70192
"35.992332 -93.770939",35.992332,-93.770939
"35.992369 -93.44887",35.992369, -93.44887
"35.992369 -93.580588",35.992369,-93.580588
"35.992369 -93.772602",35.992369,-93.772602
"35.992401 -93.727042",35.992401,-93.727042
"35.992401 -93.74755",35.992401, -93.74755
"35.992417 -93.709248",35.992417,-93.709248
"35.992439 -93.745999",35.992439,-93.745999
"35.99245 -93.636512",35.99245 ,-93.636512
"35.992498 -93.626861",35.992498,-93.626861
"35.992498 -93.779039",35.992498,-93.779039
"35.992519 -93.727288",35.992519,-93.727288
"35.992568 -93.728361",35.992568,-93.728361
"35.992589 -93.577728",35.992589,-93.577728
"35.9926 -93.745999",35.9926 -,-93.745999
"35.992611 -93.448972",35.992611,-93.448972
"35.992621 -93.727487",35.992621,-93.727487
"35.992632 -93.729118",35.992632,-93.729118
"35.992659 -93.70957",35.992659, -93.70957
"35.992739 -93.745957",35.992739,-93.745957
"35.992774 -93.765882",35.992774,-93.765882
"35.992782 -93.709661",35.992782,-93.709661
"35.992798 -93.497959",35.992798,-93.497959
"35.992841 -93.50878",35.992841, -93.50878
"35.992852 -93.70244",35.992852, -93.70244
"35.992868 -93.74586",35.992868, -93.74586
"35.992879 -93.775048",35.992879,-93.775048
"35.99289 -93.702902",35.99289 ,-93.702902
"35.9929 -93.726811",35.9929 -,-93.726811
"35.99297 -93.766277",35.99297 ,-93.766277
"35.993002 -93.469351",35.993002,-93.469351
"35.993002 -93.773138",35.993002,-93.773138
"35.993008 -93.497552",35.993008,-93.497552
"35.993018 -93.656939",35.993018,-93.656939
"35.993029 -93.766341",35.993029,-93.766341
"35.99304 -93.577449",35.99304 ,-93.577449
"35.993061 -93.537801",35.993061,-93.537801
"35.993077 -93.702489",35.993077,-93.702489
"35.993088 -93.65776",35.993088, -93.65776
"35.993099 -93.657369",35.993099,-93.657369
"35.993099 -93.766357",35.993099,-93.766357
"35.99312 -93.656752",35.99312 ,-93.656752
"35.993131 -93.581317",35.993131,-93.581317
"35.993168 -93.779978",35.993168,-93.779978
"35.99319 -93.656741",35.99319 ,-93.656741
"35.993211 -93.70979",35.993211, -93.70979
"35.993227 -93.699007",35.993227,-93.699007
"35.993238 -93.688568",35.993238,-93.688568
"35.993238 -93.6992",35.993238,8 -93.6992
"35.993281 -93.497369",35.993281,-93.497369
"35.993308 -93.69632",35.993308, -93.69632
"35.993372 -93.702478",35.993372,-93.702478
"35.993378 -93.496109",35.993378,-93.496109
"35.993399 -93.709951",35.993399,-93.709951
"35.993421 -93.603998",35.993421,-93.603998
"35.993437 -93.49713",35.993437, -93.49713
"35.993442 -93.495728",35.993442,-93.495728
"35.993447 -93.4973",35.993447,7 -93.4973
"35.993447 -93.698551",35.993447,-93.698551
"35.993458 -93.702891",35.993458,-93.702891
"35.993469 -93.627247",35.993469,-93.627247
"35.993512 -93.469517",35.993512,-93.469517
"35.993512 -93.537908",35.993512,-93.537908
"35.993512 -93.689147",35.993512,-93.689147
"35.993512 -93.774619",35.993512,-93.774619
"35.993549 -93.744299",35.993549,-93.744299
"35.99356 -93.702419",35.99356 ,-93.702419
"35.993573 -93.780715",35.993573,-93.780715
"35.993582 -93.766459",35.993582,-93.766459
"35.993598 -93.697961",35.993598,-93.697961
"35.993598 -93.773991",35.993598,-93.773991
"35.99363 -93.509718",35.99363 ,-93.509718
"35.993641 -93.495438",35.993641,-93.495438
"35.993641 -93.700509",35.993641,-93.700509
"35.993641 -93.702338",35.993641,-93.702338
"35.993651 -93.774388",35.993651,-93.774388
"35.993662 -93.57717",35.993662, -93.57717
"35.993662 -93.689619",35.993662,-93.689619
"35.993662 -93.69618",35.993662, -93.69618
"35.993662 -93.76632",35.993662, -93.76632
"35.993678 -93.69714",35.993678, -93.69714
"35.993742 -93.702118",35.993742,-93.702118
"35.993748 -93.701169",35.993748,-93.701169
"35.993769 -93.701829",35.993769,-93.701829
"35.930812 -93.51593",35.930812, -93.51593
"35.930812 -93.629989",35.930812,-93.629989
"35.930812 -93.683719",35.930812,-93.683719
"35.930829 -93.753831",35.930829,-93.753831
"35.93085 -93.630241",35.93085 ,-93.630241
"35.930861 -93.630428",35.930861,-93.630428
"35.930861 -93.633449",35.930861,-93.633449
"35.930888 -93.633347",35.930888,-93.633347
"35.930888 -93.76757",35.930888, -93.76757
"35.930898 -93.633137",35.930898,-93.633137
"35.93093 -93.683611",35.93093 ,-93.683611
"35.930941 -93.494907",35.930941,-93.494907
"35.930957 -93.713421",35.930957,-93.713421
"35.930968 -93.725218",35.930968,-93.725218
"35.930989 -93.762291",35.930989,-93.762291
"35.931048 -93.76779",35.931048, -93.76779
"35.931059 -93.515641",35.931059,-93.515641
"35.931059 -93.647637",35.931059,-93.647637
"35.931081 -93.494757",35.931081,-93.494757
"35.931081 -93.687951",35.931081,-93.687951
"35.931107 -93.494537",35.931107,-93.494537
"35.931107 -93.636217",35.931107,-93.636217
"35.93114 -93.435282",35.93114 ,-93.435282
"35.93114 -93.772011",35.93114 ,-93.772011
"35.931172 -93.761739",35.931172,-93.761739
"35.931177 -93.767897",35.931177,-93.767897
"35.931199 -93.494859",35.931199,-93.494859
"35.931199 -93.687817",35.931199,-93.687817
"35.931209 -93.68366",35.931209, -93.68366
"35.931209 -93.72533",35.931209, -93.72533
"35.93122 -93.496999",35.93122 ,-93.496999
"35.931231 -93.713319",35.931231,-93.713319
"35.931242 -93.435367",35.931242,-93.435367
"35.931267 -93.725367",35.931267,-93.725367
"35.931338 -93.636367",35.931338,-93.636367
"35.931349 -93.687747",35.931349,-93.687747
"35.93136 -93.4354",35.93136 ,6 -93.4354
"35.931381 -93.606541",35.931381,-93.606541
"35.931419 -93.515061",35.931419,-93.515061
"35.931429 -93.497171",35.931429,-93.497171
"35.931462 -93.771829",35.931462,-93.771829
"35.93151 -93.687731",35.93151 ,-93.687731
"35.93158 -93.494338",35.93158 ,-93.494338
"35.931622 -93.636571",35.931622,-93.636571
"35.931671 -93.497267",35.931671,-93.497267
"35.931692 -93.514691",35.931692,-93.514691
"35.93173 -93.494038",35.93173 ,-93.494038
"35.93174 -93.487177",35.93174 ,-93.487177
"35.93174 -93.725668",35.93174 ,-93.725668
"35.931778 -93.539008",35.931778,-93.539008
"35.93181 -93.486979",35.93181 ,-93.486979
"35.931842 -93.607217",35.931842,-93.607217
"35.931859 -93.488169",35.931859,-93.488169
"35.931891 -93.497278",35.931891,-93.497278
"35.93195 -93.491002",35.93195 ,-93.491002
"35.931982 -93.649059",35.931982,-93.649059
"35.932041 -93.492391",35.932041,-93.492391
"35.932062 -93.607388",35.932062,-93.607388
"35.932068 -93.513447",35.932068,-93.513447
"35.932111 -93.49723",35.932111, -93.49723
"35.93217 -93.491259",35.93217 ,-93.491259
"35.93218 -93.752968",35.93218 ,-93.752968
"35.93221 -93.497171",35.93221 ,-93.497171
"35.932218 -93.687871",35.932218,-93.687871
"35.932218 -93.771459",35.932218,-93.771459
"35.932239 -93.683751",35.932239,-93.683751
"35.932239 -93.713051",35.932239,-93.713051
"35.932239 -93.726049",35.932239,-93.726049
"35.932261 -93.684341",35.932261,-93.684341
"35.932282 -93.68786",35.932282, -93.68786
"35.93232 -93.687817",35.93232 ,-93.687817
"35.932331 -93.771421",35.932331,-93.771421
"35.932368 -93.486421",35.932368,-93.486421
"35.932379 -93.538439",35.932379,-93.538439
"35.932379 -93.687527",35.932379,-93.687527
"35.9324 -93.497058",35.9324 -,-93.497058
"35.932459 -93.607581",35.932459,-93.607581
"35.93247 -93.512921",35.93247 ,-93.512921
"35.932481 -93.49179",35.932481, -93.49179
"35.932481 -93.684319",35.932481,-93.684319
"35.932502 -93.726291",35.932502,-93.726291
"35.932508 -93.637543",35.932508,-93.637543
"35.932551 -93.6844",35.932551,1 -93.6844
"35.932577 -93.68521",35.932577, -93.68521
"35.932588 -93.684459",35.932588,-93.684459
"35.93262 -93.768798",35.93262 ,-93.768798
"35.932642 -93.732637",35.932642,-93.732637
"35.932728 -93.732717",35.932728,-93.732717
"35.932749 -93.48641",35.932749, -93.48641
"35.932749 -93.732808",35.932749,-93.732808
"35.932819 -93.650041",35.932819,-93.650041
"35.932899 -93.683638",35.932899,-93.683638
"35.932931 -93.638008",35.932931,-93.638008
"35.932942 -93.49127",35.932942, -93.49127
"35.933028 -93.72694",35.933028, -93.72694
"35.933049 -93.512459",35.933049,-93.512459
"35.933049 -93.650261",35.933049,-93.650261
"35.93306 -93.75175",35.93306 , -93.75175
"35.933082 -93.491308",35.933082,-93.491308
"35.933108 -93.683579",35.933108,-93.683579
"35.933141 -93.713378",35.933141,-93.713378
"35.933167 -93.486168",35.933167,-93.486168
"35.9332 -93.491211",35.9332 -,-93.491211
"35.933221 -93.75167",35.933221, -93.75167
"35.933312 -93.512368",35.933312,-93.512368
"35.933328 -93.683488",35.933328,-93.683488
"35.933382 -93.48619",35.933382, -93.48619
"35.933398 -93.490787",35.933398,-93.490787
"35.933468 -93.768981",35.933468,-93.768981
"35.933511 -93.435668",35.933511,-93.435668
"35.933559 -93.490551",35.933559,-93.490551
"35.93357 -93.727192",35.93357 ,-93.727192
"35.93365 -93.512341",35.93365 ,-93.512341
"35.933811 -93.650792",35.933811,-93.650792
"35.93387 -93.512561",35.93387 ,-93.512561
"35.933908 -93.770831",35.933908,-93.770831
"35.933918 -93.607699",35.933918,-93.607699
"35.933951 -93.650931",35.933951,-93.650931
"35.933961 -93.607581",35.933961,-93.607581
"35.933972 -93.53793",35.933972, -93.53793
"35.933999 -93.770799",35.933999,-93.770799
"35.93402 -93.607458",35.93402 ,-93.607458
"35.934047 -93.770751",35.934047,-93.770751
"35.934058 -93.485729",35.934058,-93.485729
"35.934058 -93.651098",35.934058,-93.651098
"35.934112 -93.43607",35.934112, -93.43607
"35.934128 -93.512797",35.934128,-93.512797
"35.934149 -93.489747",35.934149,-93.489747
"35.934181 -93.639569",35.934181,-93.639569
"35.934273 -93.485777",35.934273,-93.485777
"35.934278 -93.68285",35.934278, -93.68285
"35.934289 -93.712821",35.934289,-93.712821
"35.934321 -93.538037",35.934321,-93.538037
"35.934342 -93.639602",35.934342,-93.639602
"35.934348 -93.607351",35.934348,-93.607351
"35.934391 -93.607791",35.934391,-93.607791
"35.934417 -93.485991",35.934417,-93.485991
"35.934439 -93.489452",35.934439,-93.489452
"35.934492 -93.769029",35.934492,-93.769029
"35.934498 -93.682731",35.934498,-93.682731
"35.934509 -93.485991",35.934509,-93.485991
"35.934562 -93.769072",35.934562,-93.769072
"35.934568 -93.751541",35.934568,-93.751541
"35.934621 -93.485927",35.934621,-93.485927
"35.934621 -93.769147",35.934621,-93.769147
"35.934659 -93.769351",35.934659,-93.769351
"35.934702 -93.682651",35.934702,-93.682651
"35.934718 -93.607978",35.934718,-93.607978
"35.934718 -93.727412",35.934718,-93.727412
"35.934739 -93.65238",35.934739, -93.65238
"35.93483 -93.48597",35.93483 , -93.48597
"35.934857 -93.607249",35.934857,-93.607249
"35.934868 -93.436757",35.934868,-93.436757
"35.9349 -93.682597",35.9349 -,-93.682597
"35.934922 -93.489162",35.934922,-93.489162
"35.934948 -93.485938",35.934948,-93.485938
"35.934959 -93.638899",35.934959,-93.638899
"35.934959 -93.751391",35.934959,-93.751391
"35.935109 -93.674567",35.935109,-93.674567
"35.935109 -93.72739",35.935109, -93.72739
"35.93512 -93.485739",35.93512 ,-93.485739
"35.93512 -93.68256",35.93512 , -93.68256
"35.935142 -93.655598",35.935142,-93.655598
"35.935152 -93.489049",35.935152,-93.489049
"35.935179 -93.638958",35.935179,-93.638958
"35.93519 -93.67402",35.93519 , -93.67402
"35.935201 -93.514299",35.935201,-93.514299
"35.935211 -93.65827",35.935211, -93.65827
"35.935227 -93.658618",35.935227,-93.658618
"35.935308 -93.65923",35.935308, -93.65923
"35.935319 -93.682549",35.935319,-93.682549
"35.93534 -93.485659",35.93534 ,-93.485659
"35.935378 -93.656859",35.935378,-93.656859
"35.935378 -93.663892",35.935378,-93.663892
"35.935378 -93.67711",35.935378, -93.67711
"35.93541 -93.664509",35.93541 ,-93.664509
"35.935447 -93.60734",35.935447, -93.60734
"35.935447 -93.661628",35.935447,-93.661628
"35.935458 -93.51438",35.935458, -93.51438
"35.935469 -93.488958",35.935469,-93.488958
"35.935539 -93.68256",35.935539, -93.68256
"35.935581 -93.729627",35.935581,-93.729627
"35.935592 -93.485627",35.935592,-93.485627
"35.935592 -93.73062",35.935592, -93.73062
"35.935612 -93.665335",35.935612,-93.665335
"35.935619 -93.678767",35.935619,-93.678767
"35.935651 -93.660957",35.935651,-93.660957
"35.935651 -93.661188",35.935651,-93.661188
"35.935667 -93.729289",35.935667,-93.729289
"35.935678 -93.673",35.935678,78 -93.673
"35.935689 -93.727192",35.935689,-93.727192
"35.93571 -93.730807",35.93571 ,-93.730807
"35.935742 -93.679191",35.935742,-93.679191
"35.935769 -93.682587",35.935769,-93.682587
"35.935789 -93.666059",35.935789,-93.666059
"35.935801 -93.476287",35.935801,-93.476287
"35.935828 -93.476378",35.935828,-93.476378
"35.935828 -93.485707",35.935828,-93.485707
"35.93585 -93.514369",35.93585 ,-93.514369
"35.935898 -93.671981",35.935898,-93.671981
"35.935899 -93.639487",35.935899,-93.639487
"35.935941 -93.727149",35.935941,-93.727149
"35.935952 -93.729118",35.935952,-93.729118
"35.936011 -93.72841",35.936011, -93.72841
"35.936021 -93.48892",35.936021, -93.48892
"35.936032 -93.728957",35.936032,-93.728957
"35.936112 -93.682699",35.936112,-93.682699
"35.936161 -93.514487",35.936161,-93.514487
"35.936172 -93.47603",35.936172, -93.47603
"35.936192 -93.712533",35.936192,-93.712533
"35.936198 -93.680527",35.936198,-93.680527
"35.936199 -93.671301",35.936199,-93.671301
"35.936231 -93.485487",35.936231,-93.485487
"35.936252 -93.682758",35.936252,-93.682758
"35.936317 -93.71251",35.936317, -93.71251
"35.936332 -93.514578",35.936332,-93.514578
"35.936349 -93.668752",35.936349,-93.668752
"35.936381 -93.670908",35.936381,-93.670908
"35.936391 -93.669041",35.936391,-93.669041
"35.93644 -93.670619",35.93644 ,-93.670619
"35.936461 -93.670061",35.936461,-93.670061
"35.936472 -93.749159",35.936472,-93.749159
"35.936477 -93.514702",35.936477,-93.514702
"35.936509 -93.488958",35.936509,-93.488958
"35.936558 -93.6069",35.936558,8 -93.6069
"35.936611 -93.475971",35.936611,-93.475971
"35.936627 -93.731188",35.936627,-93.731188
"35.936649 -93.483518",35.936649,-93.483518
"35.93667 -93.484827",35.93667 ,-93.484827
"35.936708 -93.484742",35.936708,-93.484742
"35.93674 -93.48318",35.93674 , -93.48318
"35.951471 -93.536219",35.951471,-93.536219
"35.951508 -93.705219",35.951508,-93.705219
"35.95153 -93.526718",35.95153 ,-93.526718
"35.951567 -93.705241",35.951567,-93.705241
"35.951578 -93.749969",35.951578,-93.749969
"35.95161 -93.752238",35.95161 ,-93.752238
"35.951632 -93.705251",35.951632,-93.705251
"35.951642 -93.43798",35.951642, -93.43798
"35.951642 -93.510137",35.951642,-93.510137
"35.95168 -93.750522",35.95168 ,-93.750522
"35.951761 -93.511231",35.951761,-93.511231
"35.951787 -93.735871",35.951787,-93.735871
"35.951841 -93.437932",35.951841,-93.437932
"35.951852 -93.510872",35.951852,-93.510872
"35.951852 -93.596472",35.951852,-93.596472
"35.951852 -93.745999",35.951852,-93.745999
"35.951889 -93.705182",35.951889,-93.705182
"35.951889 -93.749712",35.951889,-93.749712
"35.951911 -93.53632",35.951911, -93.53632
"35.95198 -93.43747",35.95198 , -93.43747
"35.95198 -93.437637",35.95198 ,-93.437637
"35.95198 -93.63112",35.95198 , -93.63112
"35.952082 -93.513479",35.952082,-93.513479
"35.95211 -93.513501",35.95211 ,-93.513501
"35.952141 -93.478889",35.952141,-93.478889
"35.952152 -93.43724",35.952152, -93.43724
"35.952152 -93.666247",35.952152,-93.666247
"35.952179 -93.669567",35.952179,-93.669567
"35.95219 -93.669787",35.95219 ,-93.669787
"35.9522 -93.632011",35.9522 -,-93.632011
"35.952211 -93.66652",35.952211, -93.66652
"35.952211 -93.66681",35.952211, -93.66681
"35.952211 -93.667191",35.952211,-93.667191
"35.952227 -93.47891",35.952227, -93.47891
"35.95227 -93.436558",35.95227 ,-93.436558
"35.952292 -93.513559",35.952292,-93.513559
"35.952329 -93.479007",35.952329,-93.479007
"35.95234 -93.526627",35.95234 ,-93.526627
"35.952388 -93.668988",35.952388,-93.668988
"35.952399 -93.693568",35.952399,-93.693568
"35.95242 -93.536197",35.95242 ,-93.536197
"35.952442 -93.526541",35.952442,-93.526541
"35.952453 -93.6685",35.952453,3 -93.6685
"35.952479 -93.749797",35.952479,-93.749797
"35.952501 -93.735571",35.952501,-93.735571
"35.952501 -93.778899",35.952501,-93.778899
"35.952528 -93.515388",35.952528,-93.515388
"35.952538 -93.633422",35.952538,-93.633422
"35.952549 -93.526101",35.952549,-93.526101
"35.95256 -93.515501",35.95256 ,-93.515501
"35.952592 -93.650041",35.952592,-93.650041
"35.95264 -93.63376",35.95264 , -93.63376
"35.952689 -93.479828",35.952689,-93.479828
"35.952699 -93.513441",35.952699,-93.513441
"35.952801 -93.514627",35.952801,-93.514627
"35.952828 -93.513607",35.952828,-93.513607
"35.952828 -93.526348",35.952828,-93.526348
"35.952828 -93.536009",35.952828,-93.536009
"35.952898 -93.749577",35.952898,-93.749577
"35.952989 -93.436371",35.952989,-93.436371
"35.953048 -93.479999",35.953048,-93.479999
"35.95306 -93.596735",35.95306 ,-93.596735
"35.953118 -93.436258",35.953118,-93.436258
"35.95315 -93.535811",35.95315 ,-93.535811
"35.953161 -93.671118",35.953161,-93.671118
"35.953182 -93.51548",35.953182, -93.51548
"35.953209 -93.435958",35.953209,-93.435958
"35.95322 -93.635181",35.95322 ,-93.635181
"35.95322 -93.69397",35.95322 , -93.69397
"35.953252 -93.704302",35.953252,-93.704302
"35.953257 -93.479999",35.953257,-93.479999
"35.953257 -93.778991",35.953257,-93.778991
"35.953279 -93.748848",35.953279,-93.748848
"35.953311 -93.745307",35.953311,-93.745307
"35.953348 -93.535602",35.953348,-93.535602
"35.953359 -93.52712",35.953359, -93.52712
"35.953429 -93.43584",35.953429, -93.43584
"35.95344 -93.631137",35.95344 ,-93.631137
"35.953472 -93.527501",35.953472,-93.527501
"35.953482 -93.671697",35.953482,-93.671697
"35.953488 -93.704227",35.953488,-93.704227
"35.953552 -93.479951",35.953552,-93.479951
"35.953601 -93.672947",35.953601,-93.672947
"35.953611 -93.673242",35.953611,-93.673242
"35.953649 -93.527619",35.953649,-93.527619
"35.95367 -93.673419",35.95367 ,-93.673419
"35.953681 -93.735491",35.953681,-93.735491
"35.953702 -93.704237",35.953702,-93.704237
"35.953729 -93.535038",35.953729,-93.535038
"35.953761 -93.748338",35.953761,-93.748338
"35.953772 -93.527528",35.953772,-93.527528
"35.953817 -93.694284",35.953817,-93.694284
"35.953842 -93.694297",35.953842,-93.694297
"35.953847 -93.67366",35.953847, -93.67366
"35.953901 -93.636656",35.953901,-93.636656
"35.95403 -93.435899",35.95403 ,-93.435899
"35.95403 -93.6724",35.95403 ,3 -93.6724
"35.954158 -93.535038",35.954158,-93.535038
"35.95426 -93.672169",35.95426 ,-93.672169
"35.954298 -93.526579",35.954298,-93.526579
"35.954298 -93.534969",35.954298,-93.534969
"35.954352 -93.435791",35.954352,-93.435791
"35.954411 -93.647589",35.954411,-93.647589
"35.954421 -93.751739",35.954421,-93.751739
"35.954437 -93.526611",35.954437,-93.526611
"35.954437 -93.751487",35.954437,-93.751487
"35.954459 -93.74821",35.954459, -93.74821
"35.954491 -93.67432",35.954491, -93.67432
"35.954491 -93.745227",35.954491,-93.745227
"35.954561 -93.43555",35.954561, -93.43555
"35.954582 -93.479458",35.954582,-93.479458
"35.954582 -93.704801",35.954582,-93.704801
"35.954588 -93.52711",35.954588, -93.52711
"35.95463 -93.671987",35.95463 ,-93.671987
"35.95463 -93.752898",35.95463 ,-93.752898
"35.954657 -93.750581",35.954657,-93.750581
"35.954689 -93.534459",35.954689,-93.534459
"35.954711 -93.780257",35.954711,-93.780257
"35.954722 -93.745157",35.954722,-93.745157
"35.954748 -93.674878",35.954748,-93.674878
"35.954781 -93.705208",35.954781,-93.705208
"35.954802 -93.527179",35.954802,-93.527179
"35.954829 -93.479409",35.954829,-93.479409
"35.954899 -93.646591",35.954899,-93.646591
"35.954921 -93.479415",35.954921,-93.479415
"35.954931 -93.533241",35.954931,-93.533241
"35.954942 -93.533987",35.954942,-93.533987
"35.954958 -93.672078",35.954958,-93.672078
"35.955001 -93.533037",35.955001,-93.533037
"35.955001 -93.64642",35.955001, -93.64642
"35.955022 -93.756321",35.955022,-93.756321
"35.955097 -93.758391",35.955097,-93.758391
"35.955129 -93.705407",35.955129,-93.705407
"35.955129 -93.758547",35.955129,-93.758547
"35.95514 -93.526268",35.95514 ,-93.526268
"35.95514 -93.531187",35.95514 ,-93.531187
"35.95514 -93.531332",35.95514 ,-93.531332
"35.955162 -93.748757",35.955162,-93.748757
"35.955178 -93.531509",35.955178,-93.531509
"35.955178 -93.597201",35.955178,-93.597201
"35.955188 -93.758649",35.955188,-93.758649
"35.955199 -93.638867",35.955199,-93.638867
"35.955221 -93.705418",35.955221,-93.705418
"35.955231 -93.734348",35.955231,-93.734348
"35.955258 -93.672271",35.955258,-93.672271
"35.955269 -93.43541",35.955269, -93.43541
"35.955301 -93.530849",35.955301,-93.530849
"35.955312 -93.67527",35.955312, -93.67527
"35.955328 -93.646017",35.955328,-93.646017
"35.955371 -93.525871",35.955371,-93.525871
"35.955371 -93.529288",35.955371,-93.529288
