:START_ID(Point),:END_ID(Point),distance:double
"36.136699 -93.46558","36.136838 -93.464357",0.11084
"36.13687 -93.531031","36.136897 -93.53064",0.03522
"36.13687 -93.53131","36.13687 -93.531031",0.02504
"36.137359 -93.53219","36.13745 -93.532501",0.02969
"36.13753 -93.516488","36.137562 -93.516268",0.02006
"36.13753 -93.516488","36.137579 -93.51666",0.01637
"36.137541 -93.679631","36.137611 -93.679647",0.00791
"36.137562 -93.530307","36.138362 -93.530489",0.09039
"36.137681 -93.67969","36.137729 -93.679668",0.00569
"36.138099 -93.562118","36.138871 -93.562139",0.08581
"36.13811 -93.46153","36.138737 -93.460661",0.10458
"36.138212 -93.542758","36.138249 -93.542811",0.00629
"36.138308 -93.599567","36.138678 -93.60035",0.08141
"36.138448 -93.679717","36.138574 -93.679711",0.01401
"36.138491 -93.584488","36.138818 -93.584842",0.04827
"36.138732 -93.585239","36.138888 -93.585528",0.0312
"36.138871 -93.616079","36.138979 -93.61537",0.06475
"36.139327 -93.6083","36.139858 -93.608617",0.06551
"36.139558 -93.510657","36.139971 -93.511301",0.0738
"36.139569 -93.617801","36.139649 -93.618208",0.03759
"36.140379 -93.515807","36.141248 -93.516247",0.10433
"36.069091 -93.597679","36.069359 -93.598778",0.10311
"36.06952 -93.503758","36.069542 -93.504107",0.03144
"36.069558 -93.66828","36.069681 -93.66843",0.01919
"36.073071 -93.554238","36.07386 -93.553358",0.11805
"36.073088 -93.551647","36.073919 -93.550477",0.1399
"36.07342 -93.745678","36.073431 -93.746021",0.03083
"36.073849 -93.545848","36.07401 -93.545891",0.0183
"36.07401 -93.553047","36.074042 -93.553261",0.01955
"36.075341 -93.576269","36.075512 -93.576419",0.02329
"36.07592 -93.489521","36.076392 -93.489848",0.06011
"36.07601 -93.793821","36.076301 -93.793539",0.04108
"36.076038 -93.780857","36.076151 -93.780621",0.02464
"36.076328 -93.463697","36.076768 -93.463751",0.04914
"36.07702 -93.776598","36.077159 -93.776121",0.04554
"36.07717 -93.58232","36.077572 -93.582138",0.04757
"36.07732 -93.77913","36.07849 -93.779302",0.13093
"36.07761 -93.775177","36.077739 -93.774989",0.02215
"36.07783 -93.745109","36.077878 -93.74498",0.01275
"36.078452 -93.673837","36.078742 -93.67388",0.03246
"36.078532 -93.730137","36.078581 -93.731709",0.14129
"36.079112 -93.491029","36.079688 -93.490795",0.06737
"36.079278 -93.681111","36.079857 -93.682769",0.16221
"36.07938 -93.631571","36.080088 -93.631861",0.08288
"36.079509 -93.544249","36.080759 -93.5439",0.1424
"36.079841 -93.67211","36.080008 -93.671767",0.03596
"36.079911 -93.678161","36.080072 -93.678381",0.02665
"36.080211 -93.71892","36.081081 -93.718909",0.09668
"36.080608 -93.671257","36.080989 -93.671048",0.04631
"36.080828 -93.75381","36.08085 -93.752469",0.12046
"36.080839 -93.756498","36.080861 -93.756728",0.0208
"36.081547 -93.683542","36.081917 -93.683987",0.05734
"36.081719 -93.732417","36.081869 -93.732508",0.01856
"36.081858 -93.734659","36.082019 -93.734128",0.05093
"36.081869 -93.565417","36.082218 -93.565551",0.04061
"36.082019 -93.734128","36.082229 -93.734241",0.02545
"36.08217 -93.638421","36.082379 -93.637858",0.05564
"36.082202 -93.719649","36.08252 -93.720068",0.05162
"36.082851 -93.634897","36.083301 -93.635358",0.06492
"36.082899 -93.557971","36.085072 -93.560498",0.33138
"36.08335 -93.607667","36.083441 -93.607361",0.02928
"36.083441 -93.440721","36.08358 -93.440861",0.01992
"36.083537 -93.57517","36.083591 -93.575068",0.01095
"36.083591 -93.574188","36.083741 -93.574022",0.02236
"36.083602 -93.60219","36.0838 -93.60079",0.12764
"36.083891 -93.440582","36.083979 -93.44053",0.01084
"36.084042 -93.78479","36.084197 -93.78502",0.02689
"36.084278 -93.606079","36.084283 -93.606307",0.02048
"36.084691 -93.746472","36.087078 -93.746139",0.26694
"36.08482 -93.539062","36.086198 -93.537388",0.21459
"36.085689 -93.598929","36.085968 -93.599481",0.05847
"36.085882 -93.748548","36.08601 -93.748451",0.01668
"36.08615 -93.734959","36.086542 -93.734959",0.04356
"36.086198 -93.537388","36.086627 -93.537029",0.05755
"36.086483 -93.445238","36.086831 -93.44519",0.03891
"36.086772 -93.536701","36.086788 -93.53551",0.10697
"36.086788 -93.53551","36.087062 -93.534438",0.10097
"36.086831 -93.44519","36.087491 -93.44475",0.08331
"36.086922 -93.576098","36.088049 -93.57452",0.18912
"36.086938 -93.734959","36.08708 -93.734959",0.01578
"36.087212 -93.666177","36.087341 -93.664981",0.10836
"36.087228 -93.727658","36.087732 -93.727192",0.06991
"36.087389 -93.734959","36.087732 -93.734949",0.03813
"36.087421 -93.736558","36.087432 -93.736832",0.02464
"36.087711 -93.725867","36.087808 -93.726081",0.02203
"36.087732 -93.727192","36.087829 -93.727262",0.01248
"36.087958 -93.726457","36.08799 -93.72665",0.01769
"36.088049 -93.57452","36.088628 -93.573887",0.08586
"36.088382 -93.566978","36.088569 -93.566629",0.0376
"36.088441 -93.498367","36.088532 -93.498839",0.04358
"36.088639 -93.731178","36.088709 -93.731161",0.00793
"36.088682 -93.733559","36.091289 -93.7335",0.28975
"36.088762 -93.76249","36.088832 -93.76272",0.02207
"36.0888 -93.735287","36.08909 -93.73533",0.03246
"36.08909 -93.73533","36.089578 -93.735378",0.0544
"36.089127 -93.56597","36.09153 -93.56473",0.28932
"36.089138 -93.501859","36.089202 -93.501961",0.0116
"36.089401 -93.541631","36.089529 -93.541588",0.01474
"36.089572 -93.74615","36.089631 -93.74799",0.16536
"36.089621 -93.506049","36.089969 -93.506221",0.04164
"36.089728 -93.541519","36.090361 -93.54125",0.07437
"36.089798 -93.569639","36.090382 -93.569387",0.06873
"36.0899 -93.59454","36.091359 -93.59446",0.16229
"36.090468 -93.636308","36.091332 -93.636469",0.09709
"36.090581 -93.749181","36.09064 -93.749272",0.01048
"36.09078 -93.511342","36.09241 -93.511279",0.18122
"36.091198 -93.676149","36.091718 -93.675967",0.06005
"36.091868 -93.594658","36.092351 -93.594648",0.05368
"36.09197 -93.796119","36.092292 -93.796527",0.05121
"36.091981 -93.712472","36.092019 -93.711898",0.05172
"36.092008 -93.71171","36.092019 -93.711898",0.01693
"36.092088 -93.58298","36.092678 -93.584069",0.11773
"36.09211 -93.485117","36.092421 -93.485058",0.03496
"36.092619 -93.735979","36.092748 -93.736022",0.01485
"36.09285 -93.735861","36.093011 -93.734589",0.11561
"36.092941 -93.632172","36.093558 -93.631491",0.09187
"36.09351 -93.561249","36.094282 -93.56148",0.08826
"36.09373 -93.559881","36.094089 -93.558427",0.13652
"36.0938 -93.622768","36.09388 -93.624098",0.11976
"36.093832 -93.675071","36.094207 -93.675527",0.05842
"36.094089 -93.558427","36.094095 -93.558242",0.01663
"36.094148 -93.510501","36.094492 -93.510518",0.03826
"36.094191 -93.646307","36.094239 -93.64665",0.03126
"36.09432 -93.72915","36.094411 -93.729069",0.01246
"36.094411 -93.675897","36.094551 -93.676208",0.03197
"36.095151 -93.597341","36.095269 -93.596418",0.08391
"36.095361 -93.737191","36.095988 -93.737497",0.0749
"36.095538 -93.736429","36.09579 -93.735421",0.09474
"36.095978 -93.68079","36.095999 -93.680521",0.02427
"36.096519 -93.687559","36.096788 -93.687962",0.04694
"36.097399 -93.717021","36.097528 -93.717278",0.02717
"36.097431 -93.49009","36.097667 -93.490042",0.02658
"36.097651 -93.717589","36.097689 -93.717402",0.01731
"36.09771 -93.438178","36.097839 -93.43813",0.01497
"36.099008 -93.490047","36.099378 -93.490034",0.04113
"36.099818 -93.466417","36.100119 -93.466449",0.03357
"36.10006 -93.674857","36.100097 -93.674658",0.01833
"36.100189 -93.67329","36.102131 -93.67255",0.2258
"36.025698 -93.618557","36.025838 -93.61838",0.02225
"36.025709 -93.600828","36.026058 -93.601058",0.04395
"36.025768 -93.73202","36.02638 -93.732379",0.07527
"36.025988 -93.470649","36.026262 -93.470767",0.03224
"36.026068 -93.584471","36.026127 -93.584659",0.01812
"36.026251 -93.510528","36.027501 -93.51224",0.20729
"36.026412 -93.55574","36.0266 -93.555927",0.02681
"36.027168 -93.583801","36.027329 -93.583179",0.05869
"36.027302 -93.732057","36.027629 -93.731639",0.05227
"36.027329 -93.583179","36.027662 -93.580899",0.20822
"36.027898 -93.555546","36.028241 -93.555498",0.03836
"36.027898 -93.760451","36.028509 -93.760328",0.06879
"36.028021 -93.532941","36.02837 -93.532732",0.04309
"36.02822 -93.738479","36.028558 -93.738151",0.04775
"36.02955 -93.548777","36.031342 -93.54669",0.27355
"36.029802 -93.704307","36.030049 -93.704227",0.02837
"36.029807 -93.655121","36.029968 -93.655158",0.0182
"36.030392 -93.731778","36.030682 -93.731988",0.03735
"36.03051 -93.654547","36.03087 -93.654338",0.04419
"36.030542 -93.604288","36.03073 -93.603778",0.05037
"36.030591 -93.441751","36.031472 -93.441769",0.09791
"36.030821 -93.603515","36.031379 -93.601847",0.16222
"36.03176 -93.65872","36.032302 -93.659799",0.11415
"36.032479 -93.71289","36.032871 -93.71201",0.09028
"36.0333 -93.598977","36.033579 -93.598639",0.0434
"36.03411 -93.568319","36.034598 -93.568019",0.06056
"36.034238 -93.596649","36.034668 -93.595651",0.10162
"36.03441 -93.67012","36.03456 -93.669669",0.04382
"36.03463 -93.66836","36.034668 -93.668591",0.02118
"36.034668 -93.595651","36.03485 -93.595361",0.03299
"36.035558 -93.539898","36.03669 -93.539979",0.126
"36.035971 -93.538348","36.036669 -93.538729",0.08479
"36.037001 -93.758252","36.037479 -93.758128",0.05427
"36.037039 -93.449122","36.037318 -93.4488",0.04241
"36.037232 -93.448677","36.037318 -93.4488",0.01461
"36.037629 -93.567858","36.038171 -93.568148",0.06563
"36.037661 -93.53896","36.037779 -93.538391",0.05278
"36.038568 -93.689872","36.038728 -93.68977",0.02
"36.038761 -93.548578","36.03927 -93.548691",0.05747
"36.038911 -93.520292","36.039029 -93.520072",0.02372
"36.03934 -93.688681","36.03938 -93.687311",0.12318
"36.03956 -93.519449","36.039732 -93.519347",0.0212
"36.039597 -93.7014","36.039644 -93.702375",0.08777
"36.039742 -93.450887","36.040311 -93.450779",0.06397
"36.039769 -93.704999","36.040257 -93.704758",0.05839
"36.039919 -93.514702","36.040139 -93.514911",0.03083
"36.04007 -93.478438","36.040198 -93.478562",0.01807
"36.040161 -93.680709","36.04045 -93.680457",0.0393
"36.040322 -93.47869","36.040418 -93.478808",0.01504
"36.041051 -93.480187","36.0411 -93.48045",0.02425
"36.041448 -93.757388","36.041529 -93.7572",0.01914
"36.041609 -93.588189","36.043031 -93.58761",0.16636
"36.041727 -93.518891","36.044085 -93.51872",0.26248
"36.042371 -93.727219","36.042811 -93.726221",0.10214
"36.042443 -93.758438","36.042602 -93.758461",0.01779
"36.042462 -93.678687","36.042569 -93.678467",0.02307
"36.042838 -93.641248","36.04294 -93.641157",0.01398
"36.043068 -93.486528","36.043138 -93.484881",0.14819
"36.043642 -93.705691","36.043819 -93.705917",0.02827
"36.04368 -93.724858","36.044881 -93.723447",0.18408
"36.043691 -93.5712","36.043851 -93.57201",0.07492
"36.044769 -93.479881","36.04478 -93.480241",0.03237
"36.045219 -93.66504","36.045541 -93.66548",0.05332
"36.045472 -93.674449","36.045611 -93.673902",0.05152
"36.045729 -93.57893","36.045788 -93.578061",0.07835
"36.046539 -93.572729","36.0467 -93.572809",0.01928
"36.046802 -93.535768","36.047419 -93.536599",0.10137
"36.047778 -93.605328","36.047789 -93.60498",0.03129
"36.047783 -93.619635","36.04898 -93.619367",0.13518
"36.048159 -93.592561","36.04862 -93.59314",0.07301
"36.048272 -93.739331","36.049082 -93.740431",0.13368
"36.048358 -93.667277","36.048508 -93.667389",0.01947
"36.04862 -93.59314","36.048771 -93.593237",0.01891
"36.049017 -93.517068","36.049221 -93.516778",0.03454
"36.04927 -93.51571","36.049302 -93.51563",0.00802
"36.049677 -93.666279","36.049849 -93.66556",0.06737
"36.050418 -93.71936","36.051319 -93.720449",0.13999
"36.051442 -93.796489","36.051689 -93.796489",0.02745
"36.051539 -93.744991","36.051837 -93.745785",0.07865
"36.052901 -93.723667","36.053041 -93.723898",0.02594
"36.053652 -93.623991","36.053673 -93.624824",0.07487
"36.053658 -93.627537","36.053808 -93.63097",0.30887
"36.054022 -93.552349","36.054537 -93.551341",0.10713
"36.054661 -93.71789","36.05619 -93.71738",0.17598
"36.055562 -93.775681","36.056399 -93.775611",0.09322
"36.055771 -93.580727","36.055852 -93.580829",0.01284
"36.055868 -93.518049","36.055878 -93.51777",0.02509
"36.055868 -93.633298","36.055932 -93.63406",0.06883
"36.056006 -93.498246","36.056007 -93.498399",0.01375
"36.056072 -93.533719","36.056501 -93.533488",0.05199
"36.05619 -93.543477","36.056501 -93.543589",0.03599
"36.056372 -93.59313","36.056608 -93.593441",0.03832
"36.056452 -93.480268","36.056458 -93.481067",0.07178
"36.056758 -93.504547","36.056758 -93.504391",0.01401
"36.05701 -93.482301","36.057708 -93.483492",0.13215
"36.05723 -93.519648","36.057311 -93.520308",0.05997
"36.057638 -93.489221","36.058571 -93.488126",0.14292
"36.058271 -93.664138","36.060229 -93.66387",0.21891
"36.058888 -93.452421","36.058979 -93.45138",0.09406
"36.059349 -93.448961","36.060052 -93.448371",0.0944
"36.059398 -93.52204","36.059548 -93.522078",0.01701
"36.059612 -93.611771","36.059768 -93.611798",0.0175
"36.059768 -93.611798","36.060529 -93.61175",0.08468
"36.059902 -93.776652","36.0609 -93.77692",0.11349
"36.060052 -93.575507","36.06024 -93.575341",0.02567
"36.0609 -93.77692","36.062922 -93.778889",0.28596
"36.061457 -93.441118","36.061618 -93.441311",0.02491
"36.06164 -93.651017","36.062799 -93.652567",0.18967
"36.061742 -93.741981","36.06179 -93.742378",0.03606
"36.061919 -93.461288","36.06201 -93.461138",0.01685
"36.06208 -93.504912","36.063158 -93.505218",0.12291
"36.062128 -93.743108","36.062428 -93.74358",0.05394
"36.06267 -93.744208","36.062729 -93.744127",0.00979
"36.062852 -93.532919","36.063802 -93.532968",0.10566
"36.062922 -93.738301","36.063078 -93.738039",0.02923
"36.063072 -93.52741","36.06363 -93.529551",0.20207
"36.063737 -93.53241","36.063759 -93.532657",0.02232
"36.133759 -93.713631","36.13422 -93.712767",0.09294
"36.133861 -93.668822","36.134698 -93.668569",0.09574
"36.133888 -93.575057","36.133951 -93.575045",0.00708
"36.13392 -93.666467","36.133931 -93.666172",0.0265
"36.134049 -93.586698","36.134188 -93.586757",0.01633
"36.134532 -93.554479","36.134639 -93.554071",0.0385
"36.134569 -93.712509","36.135149 -93.712279",0.06768
"36.134918 -93.704087","36.135122 -93.70427",0.02799
"36.134961 -93.572471","36.135055 -93.573186",0.06501
"36.134998 -93.57473","36.135272 -93.574681",0.03076
"36.135191 -93.779296","36.135202 -93.779817",0.04677
"36.13525 -93.496447","36.136012 -93.496881",0.09321
"36.135658 -93.550869","36.135808 -93.550509",0.03636
"36.13568 -93.668451","36.136178 -93.66872",0.06038
"36.136302 -93.641812","36.136382 -93.6423",0.04469
"36.136382 -93.6423","36.13642 -93.64282",0.04686
"36.136409 -93.668961","36.136892 -93.66917",0.05686
"36.136661 -93.466948","36.136699 -93.46558",0.12285
"36.13723 -93.707231","36.137638 -93.707488",0.05087
"36.137278 -93.531337","36.137337 -93.530629",0.06388
"36.137439 -93.540709","36.137533 -93.540986",0.02696
"36.137533 -93.540986","36.137879 -93.542001",0.09887
"36.137562 -93.516268","36.137659 -93.516021",0.02465
"36.138072 -93.534459","36.138088 -93.534738",0.0251
"36.138142 -93.49774","36.138662 -93.498061",0.06457
"36.138389 -93.58401","36.138528 -93.5843",0.03026
"36.138818 -93.584842","36.13974 -93.586317",0.16739
"36.139081 -93.544689","36.13914 -93.544367",0.02963
"36.13915 -93.531117","36.140202 -93.530699",0.12277
"36.139789 -93.746139","36.139912 -93.745737",0.03858
"36.13988 -93.586649","36.139939 -93.586628",0.00682
"36.140432 -93.644859","36.140872 -93.644708",0.05074
"36.140808 -93.588302","36.140958 -93.588779",0.04594
"36.141082 -93.589289","36.14121 -93.589922",0.05856
"36.141092 -93.518199","36.141462 -93.520088",0.17444
"36.141178 -93.47788","36.14283 -93.478438",0.19029
"36.141328 -93.592132","36.14136 -93.59174",0.03536
"36.141479 -93.731489","36.141521 -93.731532",0.00606
"36.141521 -93.731532","36.141548 -93.735051",0.31581
"36.141731 -93.591338","36.142401 -93.591617",0.07855
"36.141768 -93.7767","36.141838 -93.776008",0.06259
"36.142482 -93.592561","36.142508 -93.59188",0.06118
"36.142922 -93.737298","36.143281 -93.737577",0.0471
"36.14363 -93.618181","36.145502 -93.618707",0.21331
"36.143742 -93.679529","36.144188 -93.679631",0.0504
"36.143769 -93.593789","36.144418 -93.594401",0.09065
"36.145539 -93.709371","36.145571 -93.710726",0.12164
"36.145609 -93.471481","36.145861 -93.470601",0.08379
"36.146081 -93.787177","36.146537 -93.787461",0.05672
"36.146199 -93.596777","36.146312 -93.596971",0.02146
"36.147471 -93.491077","36.148871 -93.491109",0.1556
"36.147492 -93.69161","36.148002 -93.692178",0.07622
"36.147632 -93.76809","36.147739 -93.768117",0.01213
"36.147717 -93.628331","36.147771 -93.628417",0.00978
"36.14783 -93.620418","36.148361 -93.62044",0.05904
"36.147937 -93.530141","36.147969 -93.528258",0.169
"36.147991 -93.628486","36.148581 -93.628288",0.06793
"36.148307 -93.787869","36.148431 -93.787981",0.01706
"36.148581 -93.569569","36.148919 -93.569639",0.03808
"36.149498 -93.619941","36.14975 -93.619941",0.028
"36.149858 -93.667491","36.149901 -93.667792",0.02743
"36.128658 -93.470907","36.128861 -93.469351",0.14147
"36.129012 -93.467141","36.129028 -93.466497",0.05783
"36.129232 -93.688032","36.129521 -93.687581",0.05167
"36.130138 -93.713942","36.130257 -93.712784",0.10477
"36.130428 -93.714569","36.13149 -93.714258",0.12127
"36.130648 -93.737481","36.13179 -93.734691",0.28073
"36.131018 -93.682512","36.131152 -93.681938",0.05363
"36.132187 -93.681589","36.1337 -93.68058",0.19097
"36.132407 -93.679298","36.132922 -93.67844",0.09594
"36.132858 -93.513661","36.13296 -93.514037",0.0356
"36.133491 -93.637311","36.13406 -93.63818",0.1004
"36.133641 -93.676139","36.133668 -93.675768",0.03343
"36.134092 -93.50629","36.134151 -93.506049",0.0226
"36.134826 -93.511682","36.134861 -93.511678",0.00391
"36.134982 -93.738597","36.135722 -93.738618",0.08225
"36.13539 -93.67896","36.135739 -93.679057",0.03975
"36.135555 -93.794951","36.135588 -93.797498",0.22862
"36.135712 -93.64643","36.136538 -93.646667",0.09422
"36.136001 -93.549919","36.13605 -93.54979",0.01279
"36.136119 -93.704999","36.136527 -93.705911",0.09357
"36.13649 -93.645079","36.1365 -93.645427",0.03125
"36.136602 -93.54853","36.136758 -93.548471",0.01813
"36.137139 -93.737668","36.137321 -93.737899",0.02896
"36.137332 -93.742271","36.137391 -93.74248",0.01987
"36.137337 -93.530629","36.137402 -93.530318",0.02883
"36.137418 -93.597888","36.13767 -93.598548",0.06552
"36.137788 -93.566179","36.139521 -93.565911",0.19408
"36.137868 -93.533558","36.139172 -93.532748",0.16212
"36.137922 -93.736601","36.138002 -93.736451",0.01613
"36.138002 -93.736451","36.138281 -93.735169",0.11916
"36.13819 -93.588522","36.138491 -93.587878",0.06678
"36.138442 -93.73983","36.138759 -93.740367",0.05969
"36.138689 -93.516917","36.139649 -93.517352",0.1136
